Date,Time,Rink,Rink Number,Game Number,Division,TEAM 1 ,Score,TEAM 2 ,Score,Official ID,First Name,Last Name,,Pre1,Pre2,Pre3,Post1,Post2,Post3,Post4,Post5,,Min,Max
9/26/21,14:40,Hatfield Ice Arena,1,190,14U American,LV Phantoms 14U A American,6,Genesis Hockey Club 14U A American,1,1223,B,Postroy,,,3,1,3,2,4,3,,,1,4
9/26/21,20:25,Hatfield Ice Arena,2,221,14U National,Haverford Hawks 14U A Nat,7,Cap City 14U A Nat,2,1220,L,Nump,,,0,3,0,3,2,1,,,0,3
9/26/21,20:25,Hatfield Ice Arena,2,221,14U National,Haverford Hawks 14U A Nat,7,Cap City 14U A Nat,2,1225,D,Plate,,,4,2,1,5,3,4,,,1,5
9/26/21,18:15,Ice Line,1,272,14U American,Cap City Vipers 14U A American,1,Team Phila 14U A American,9,1229,Chris,Makos,,,2,4,1,5,2,4,,,1,5
9/26/21,18:15,Ice Line,1,272,14U American,Cap City Vipers 14U A American,1,Team Phila 14U A American,9,1225,D,Plate,,,3,4,1,2,4,4,,,1,4
9/26/21,8:15,Klick Lewis Arena,3,138,14U B National,Lancaster 14U B National,3,Palmyra 14U B National,4,1227,Q,Plate,,,5,3,1,3,5,4,,,1,5
9/26/21,8:15,Klick Lewis Arena,3,138,14U B National,Lancaster 14U B National,3,Palmyra 14U B National,4,1218,K,Nandy,,,3,1,1,4,0,4,,,0,4
9/26/21,18:40,Klick Lewis Arena,2,144,14U B National,Haverford 14U B National,3,Palmyra 14U B National,2,1213,G,Flapjack,,,2,3,2,3,4,2,,,2,4
9/26/21,18:40,Klick Lewis Arena,2,144,14U B National,Haverford 14U B National,3,Palmyra 14U B National,2,1213,G,Flapjack,,,4,4,3,2,3,3,,,2,4
09/26/21,10:15,Lancaster Ice Rink,1,73,14U AA,VF Colonials 14U AA,3,Lancaster 14U AA,3,1214,H,Fairmont,,,3,3,4,4,3,2,,,2,4
09/26/21,10:15,Lancaster Ice Rink,1,73,14U AA,VF Colonials 14U AA,3,Lancaster 14U AA,3,1220,L,Nump,,,2,0,2,1,2,0,,,0,2
9/26/21,13:40,Northeast Skate Zone,2,160,14U National,Team Phila 14U A Nat,4,Blazers 14U A National,3,1228,Marco,Morales,,,1,3,4,3,0,4,,,0,4
9/26/21,13:40,Northeast Skate Zone,2,160,14U National,Team Phila 14U A Nat,4,Blazers 14U A National,3,1212,F,Fairview,,,4,3,2,3,4,3,,,2,4
9/26/21,16:20,Northeast Skate Zone,3,112,14U B National,Grundy Senators 14U B National,11,Rizzo Rink* 14U B Nat,1,1216,I,Norm,,,1,1,1,2,2,4,,,1,4
9/26/21,16:20,Northeast Skate Zone,3,112,14U B National,Grundy Senators 14U B National,11,Rizzo Rink* 14U B Nat,1,1224,C,Pinky,,,1,4,2,2,3,1,,,1,4
9/26/21,11:45,Oaks Center Ice,2,75,14U B National,Haverford 14U B National,0,VF Colonials 14U B National,1,1223,B,Postroy,,,1,5,5,2,5,4,,,1,5
9/26/21,11:45,Oaks Center Ice,2,75,14U B National,Haverford 14U B National,0,VF Colonials 14U B National,1,1223,B,Postroy,,,2,2,4,4,2,3,,,2,4
09/26/21,17:30,PNY Ice Arena,1,67,14U AA,Team Philadelphia 14U AA,3,Delco Phantoms 14U AA,3,1217,J,Nixon,,,4,1,3,3,1,1,,,1,4
09/26/21,17:30,PNY Ice Arena,1,67,14U AA,Team Philadelphia 14U AA,3,Delco Phantoms 14U AA,3,1215,R,Follow,,,3,3,3,4,2,3,,,2,4
9/26/21,19:10,Steel Ice Center,1,169,14U National,Blazers 14U A National,6,Delco Phantoms 14U A Nat,3,1219,L,Neme,,,0,0,2,3,1,0,,,0,3
9/26/21,19:10,Steel Ice Center,1,169,14U National,Blazers 14U A National,6,Delco Phantoms 14U A Nat,3,1215,R,Follow,,,3,3,3,4,3,2,,,2,4
9/26/21,11:00,The Barn at Chester County Skating Club,1,215,14U B National,York 14U B National,1,Chester County 14U B Nat,3,1224,C,Pinky,,,5,1,5,2,4,3,,,1,5
9/26/21,11:00,The Barn at Chester County Skating Club,1,215,14U B National,York 14U B National,1,Chester County 14U B Nat,3,1226,P,Passion,,,4,1,2,1,3,3,,,1,4
9/26/21,15:30,Twin Ponds East,1,82,14U National,Hershey 14U A Nat,1,Wissahickon 14U A Nat,5,1215,R,Follow,,,3,4,2,3,3,2,,,2,4
9/26/21,15:30,Twin Ponds East,1,82,14U National,Hershey 14U A Nat,1,Wissahickon 14U A Nat,5,1229,Chris,Makos,,,3,2,2,1,3,1,,,1,3
09/26/21,15:10,York Ice Arena,1,27,14U AA,Royals 14U AA,6,York Devils 14U AA,2,1218,K,Nandy,,,3,3,0,2,2,1,,,0,3
09/26/21,15:10,York Ice Arena,1,27,14U AA,Royals 14U AA,6,York Devils 14U AA,2,1213,G,Flapjack,,,2,2,4,3,3,3,,,2,4
10/01/21,20:45,Exton PowerPlay,1,99,14U AA,Team Philadelphia 14U AA,8,Kings 14U AA,2,1228,Marco,Morales,,,1,2,1,4,4,2,,,1,4
10/01/21,20:45,Exton PowerPlay,1,99,14U AA,Team Philadelphia 14U AA,8,Kings 14U AA,2,1217,J,Nixon,,,2,4,2,1,2,3,,,1,4
10/01/21,19:20,Hatfield Ice Arena,2,87,14U AA,VF Colonials 14U AA,6,Genesis Hockey Club 14U AA,2,1224,C,Pinky,,,3,2,4,3,2,4,,,2,4
10/01/21,19:20,Hatfield Ice Arena,2,87,14U AA,VF Colonials 14U AA,6,Genesis Hockey Club 14U AA,2,1230,MM,Mushy,,,4,3,2,2,3,1,,,1,4
10/01/21,19:20,Patriot Ice Center,1,122,14U AA,Royals 14U AA,6,Delaware Ducks 14U AA,2,1223,B,Postroy,,,2,2,3,2,1,4,,,1,4
10/01/21,19:20,Patriot Ice Center,1,122,14U AA,Royals 14U AA,6,Delaware Ducks 14U AA,2,1213,G,Flapjack,,,3,2,2,4,3,3,,,2,4
10/2/21,11:05,Aston Ice Works,1,146,14U National,Snider Hockey 14U AN,8,Hershey 14U A Nat,0,1222,A,Paul,,,1,4,3,3,5,2,,,1,5
10/2/21,11:05,Aston Ice Works,1,146,14U National,Snider Hockey 14U AN,8,Hershey 14U A Nat,0,1230,MM,Mushy,,,0,2,1,2,2,0,,,0,2
10/2/21,14:40,Class of '23,1,110,14U American,Wissahickon 14U A American,2,Snider Hockey 14U A American,3,1224,C,Pinky,,,1,4,4,4,3,3,,,1,4
10/2/21,14:40,Class of '23,1,110,14U American,Wissahickon 14U A American,2,Snider Hockey 14U A American,3,1220,L,Nump,,,4,3,3,2,0,3,,,0,4
10/2/21,11:50,Haverford Skatium,1,210,14U National,Central Penn 14U A Nat,6,Genesis Hockey Blue,3,1228,Marco,Morales,,,5,2,4,3,3,3,,,2,5
10/2/21,11:50,Haverford Skatium,1,210,14U National,Central Penn 14U A Nat,6,Genesis Hockey Blue,3,1222,A,Paul,,,3,1,3,5,5,2,,,1,5
10/02/21,19:00,Ice Line,3,135,14U AA,Delco Phantoms 14U AA,0,Team Philadelphia 14U AA,4,1230,MM,Mushy,,,3,2,3,3,3,4,,,2,4
10/02/21,19:00,Ice Line,3,135,14U AA,Delco Phantoms 14U AA,0,Team Philadelphia 14U AA,4,1228,Marco,Morales,,,2,3,4,4,5,5,,,2,5
10/02/21,12:00,Lancaster Ice Rink,1,74,14U AA,Delco Phantoms 14U AA,1,Lancaster 14U AA,5,1229,Chris,Makos,,,3,2,0,4,0,3,,,0,4
10/02/21,12:00,Lancaster Ice Rink,1,74,14U AA,Delco Phantoms 14U AA,1,Lancaster 14U AA,5,1221,O,Needy,,,2,1,2,1,3,1,,,1,3
10/2/21,11:30,Northeast Skate Zone,2,267,14U National,LV Phantoms Youth 14U A National,9,Chester County 14U A National,3,1215,R,Follow,,,3,2,3,4,2,3,,,2,4
10/2/21,11:30,Northeast Skate Zone,2,267,14U National,LV Phantoms Youth 14U A National,9,Chester County 14U A National,3,1215,R,Follow,,,4,4,2,4,3,3,,,2,4
10/2/21,17:50,Northeast Skate Zone,3,271,14U National,Wissahickon 14U A Nat,7,Chester County 14U A National,3,1229,Chris,Makos,,,4,1,2,2,1,2,,,1,4
10/2/21,17:50,Northeast Skate Zone,3,271,14U National,Wissahickon 14U A Nat,7,Chester County 14U A National,3,1221,O,Needy,,,3,4,3,1,1,3,,,1,4
10/2/21,13:30,Oaks Center Ice,3,101,14U American,Jr Blue Hens 14U A American,2,VF Colonials 14U AAM,0,1211,E,Fella,,,3,2,2,2,3,3,,,2,3
10/2/21,13:30,Oaks Center Ice,3,101,14U American,Jr Blue Hens 14U A American,2,VF Colonials 14U AAM,0,1223,B,Postroy,,,2,3,1,4,2,3,,,1,4
10/2/21,12:15,PNY Ice Arena,1,167,14U American,Blazers 14U A American,2,Quakers 14U A American,4,1213,G,Flapjack,,,4,3,4,3,4,3,,,3,4
10/2/21,12:15,PNY Ice Arena,1,167,14U American,Blazers 14U A American,2,Quakers 14U A American,4,1222,A,Paul,,,4,4,1,3,3,3,,,1,4
10/2/21,16:50,Regency Ice Rink,1,195,14U National,Central Penn 14U A Nat,4,Genesis Hockey Green,0,1223,B,Postroy,,,4,5,2,2,2,4,,,2,5
10/2/21,16:50,Regency Ice Rink,1,195,14U National,Central Penn 14U A Nat,4,Genesis Hockey Green,0,1222,A,Paul,,,4,4,3,1,3,2,,,1,4
10/2/21,16:00,The Barn at Chester County Skating Club,1,212,14U B National,Royals 14U B National,0,Chester County 14U B Nat,7,1214,H,Fairmont,,,3,2,3,4,4,4,,,2,4
10/2/21,16:00,The Barn at Chester County Skating Club,1,212,14U B National,Royals 14U B National,0,Chester County 14U B Nat,7,1225,D,Plate,,,3,3,1,3,1,4,,,1,4
10/2/21,14:45,Toyota Sportsplex,1,158,14U B National,York 14U B National,8,Jr. Pens* 14U B National,1,1230,MM,Mushy,,,4,5,4,0,3,2,,,0,5
10/2/21,14:45,Toyota Sportsplex,1,158,14U B National,York 14U B National,8,Jr. Pens* 14U B National,1,1214,H,Fairmont,,,3,2,3,3,4,3,,,2,4
10/2/21,20:45,Wissahickon Skating Rink,1,245,14U National,Palmyra 14U A National,5,Haverford Hawks 14U A Nat,2,1225,D,Plate,,,5,2,4,2,4,1,,,1,5
10/2/21,20:45,Wissahickon Skating Rink,1,245,14U National,Palmyra 14U A National,5,Haverford Hawks 14U A Nat,2,1223,B,Postroy,,,5,1,3,2,3,3,,,1,5
10/3/21,14:30,Aston Ice Works,3,111,14U American,Genesis Hockey Club 14U A American,2,Snider Hockey 14U A American,6,1228,Marco,Morales,,,1,3,4,4,3,3,,,1,4
10/3/21,14:30,Aston Ice Works,3,111,14U American,Genesis Hockey Club 14U A American,2,Snider Hockey 14U A American,6,1221,O,Needy,,,4,1,3,1,3,0,,,0,4
10/3/21,11:45,CCSC,1,222,14U National,Palmyra 14U A National,3,Cap City 14U A Nat,6,1229,Chris,Makos,,,1,2,5,3,2,5,,,1,5
10/3/21,11:45,CCSC,1,222,14U National,Palmyra 14U A National,3,Cap City 14U A Nat,6,1223,B,Postroy,,,2,4,4,4,4,2,,,2,4
10/3/21,11:00,Exton PowerPlay,1,203,14U American,VF Colonials 14U AAM,3,Kings 14U A American,3,1227,Q,Plate,,,4,4,4,2,1,1,,,1,4
10/3/21,11:00,Exton PowerPlay,1,203,14U American,VF Colonials 14U AAM,3,Kings 14U A American,3,1218,K,Nandy,,,1,4,0,0,2,0,,,0,4
10/03/21,12:35,Exton PowerPlay,1,100,14U AA,Lancaster 14U AA,5,Kings 14U AA,4,1218,K,Nandy,,,4,2,2,3,4,3,,,2,4
10/03/21,12:35,Exton PowerPlay,1,100,14U AA,Lancaster 14U AA,5,Kings 14U AA,4,1223,B,Postroy,,,5,4,5,3,2,4,,,2,5
10/3/21,10:45,Hatfield Ice Arena,2,120,14U National,Hershey 14U A Nat,1,LV Phantoms Youth 14U A National,9,1213,G,Flapjack,,,2,3,2,3,3,3,,,2,3
10/3/21,10:45,Hatfield Ice Arena,2,120,14U National,Hershey 14U A Nat,1,LV Phantoms Youth 14U A National,9,1212,F,Fairview,,,3,3,4,4,3,3,,,3,4
10/3/21,7:15,Haverford Skatium,1,203,14U B National,Grundy Senators 14U B National,7,Haverford 14U B National,2,1226,P,Passion,,,2,3,2,4,4,3,,,2,4
10/3/21,7:15,Haverford Skatium,1,203,14U B National,Grundy Senators 14U B National,7,Haverford 14U B National,2,1219,L,Neme,,,3,2,3,2,1,1,,,1,3
10/3/21,17:20,Haverford Skatium,1,248,14U American,Delco Phantoms Hahn 14U A AM,1,Haverford Hawks 14U A American,4,1226,P,Passion,,,4,3,3,2,4,2,,,2,4
10/3/21,17:20,Haverford Skatium,1,248,14U American,Delco Phantoms Hahn 14U A AM,1,Haverford Hawks 14U A American,4,1228,Marco,Morales,,,4,5,0,3,3,0,,,0,5
10/03/21,14:30,Ice Line,3,136,14U AA,Royals 14U AA,2,Team Philadelphia 14U AA,5,1222,A,Paul,,,2,4,3,3,2,1,,,1,4
10/03/21,14:30,Ice Line,3,136,14U AA,Royals 14U AA,2,Team Philadelphia 14U AA,5,1226,P,Passion,,,3,3,4,3,2,1,,,1,4
10/3/21,20:00,Klick Lewis Arena,1,238,14U National,Chester County 14U A National,3,Haverford Hawks 14U A Nat,9,1226,P,Passion,,,3,4,2,2,2,4,,,2,4
10/3/21,20:00,Klick Lewis Arena,1,238,14U National,Chester County 14U A National,3,Haverford Hawks 14U A Nat,9,1215,R,Follow,,,2,2,2,4,4,4,,,2,4
10/3/21,17:30,Northeast Skate Zone,1,175,14U National,Haverford Hawks 14U A Nat,10,Delco Phantoms 14U A Nat,2,1218,K,Nandy,,,3,2,1,4,2,1,,,1,4
10/3/21,17:30,Northeast Skate Zone,1,175,14U National,Haverford Hawks 14U A Nat,10,Delco Phantoms 14U A Nat,2,1212,F,Fairview,,,4,3,2,3,3,3,,,2,4
10/3/21,11:00,Oaks Center Ice,1,78,14U B National,Lancaster 14U B National,0,VF Colonials 14U B National,6,1221,O,Needy,,,2,1,2,1,2,3,,,1,3
10/3/21,11:00,Oaks Center Ice,1,78,14U B National,Lancaster 14U B National,0,VF Colonials 14U B National,6,1221,O,Needy,,,2,3,3,2,2,0,,,0,3
10/03/21,19:15,PNY Ice Arena,1,61,14U AA,Genesis Hockey Club 14U AA,5,Delco Phantoms 14U AA,1,1213,G,Flapjack,,,3,2,3,4,3,3,,,2,4
10/03/21,19:15,PNY Ice Arena,1,61,14U AA,Genesis Hockey Club 14U AA,5,Delco Phantoms 14U AA,1,1216,I,Norm,,,1,1,2,3,3,0,,,0,3
10/3/21,9:00,Skate Club of Wilmingon,1,123,14U American,Blazers 14U A American,0,LV Phantoms 14U A American,4,1222,A,Paul,,,3,3,3,4,4,1,,,1,4
10/3/21,9:00,Skate Club of Wilmingon,1,123,14U American,Blazers 14U A American,0,LV Phantoms 14U A American,4,1223,B,Postroy,,,3,4,2,1,4,3,,,1,4
10/3/21,12:30,The Barn at Chester County Skating Club,1,213,14U B National,Snider Hockey 14U B National,3,Chester County 14U B Nat,8,1218,K,Nandy,,,2,0,1,1,1,2,,,0,2
10/3/21,12:30,The Barn at Chester County Skating Club,1,213,14U B National,Snider Hockey 14U B National,3,Chester County 14U B Nat,8,1227,Q,Plate,,,4,2,4,1,3,4,,,1,4
10/3/21,13:00,Toyota Sports Plex,1,159,14U B National,Kings 14U B National,2,Jr. Pens* 14U B National,4,1211,E,Fella,,,4,3,3,3,3,4,,,3,4
10/3/21,13:00,Toyota Sports Plex,1,159,14U B National,Kings 14U B National,2,Jr. Pens* 14U B National,4,1216,I,Norm,,,2,3,1,0,2,1,,,0,3
10/3/21,12:40,York Ice Arena,1,51,14U B National,Rizzo Rink* 14U B Nat,1,York 14U B National,0,1226,P,Passion,,,5,3,4,3,1,1,,,1,5
10/3/21,12:40,York Ice Arena,1,51,14U B National,Rizzo Rink* 14U B Nat,1,York 14U B National,0,1214,H,Fairmont,,,4,3,2,4,3,3,,,2,4
10/8/21,20:45,Exton PowerPlay,1,375,14U American,Team Phila 14U A American,3,Kings 14U A American,4,1223,B,Postroy,,,4,3,5,1,1,4,,,1,5
10/8/21,20:45,Exton PowerPlay,1,375,14U American,Team Phila 14U A American,3,Kings 14U A American,4,1216,I,Norm,,,1,4,2,3,2,1,,,1,4
10/8/21,20:30,Twin Ponds East,1,338,14U National,Blazers 14U A National,4,Genesis Hockey Blue,2,1226,P,Passion,,,3,2,4,2,1,5,,,1,5
10/8/21,20:30,Twin Ponds East,1,338,14U National,Blazers 14U A National,4,Genesis Hockey Blue,2,1222,A,Paul,,,3,3,4,3,3,4,,,3,4
10/9/21,15:10,Aston Ice Works,3,326,14U National,Delco Phantoms 14U A Nat,2,Genesis Hockey Green,7,1216,I,Norm,,,4,1,4,2,4,1,,,1,4
10/9/21,15:10,Aston Ice Works,3,326,14U National,Delco Phantoms 14U A Nat,2,Genesis Hockey Green,7,1216,I,Norm,,,3,2,2,4,1,4,,,1,4
10/9/21,16:20,Class of '23,1,362,14U B National,Royals 14U B National,3,Snider Hockey 14U B National,4,1211,E,Fella,,,4,3,3,3,3,2,,,2,4
10/9/21,16:20,Class of '23,1,362,14U B National,Royals 14U B National,3,Snider Hockey 14U B National,4,1217,J,Nixon,,,2,1,0,3,2,1,,,0,3
10/9/21,13:00,Exton PowerPlay,1,376,14U American,Delaware Ducks 14U A American,4,Kings 14U A American,6,1226,P,Passion,,,2,1,1,4,1,4,,,1,4
10/9/21,13:00,Exton PowerPlay,1,376,14U American,Delaware Ducks 14U A American,4,Kings 14U A American,6,1226,P,Passion,,,2,2,4,2,2,4,,,2,4
10/9/21,19:15,Haverford Skatium,1,348,14U National,Genesis Hockey Blue,0,Haverford Hawks 14U A Nat,4,1230,MM,Mushy,,,5,3,4,5,3,5,,,3,5
10/9/21,19:15,Haverford Skatium,1,348,14U National,Genesis Hockey Blue,0,Haverford Hawks 14U A Nat,4,1231,N,Mustard,,,0,3,2,0,1,2,,,0,3
10/9/21,20:45,Haverford Skatium,1,216,14U B National,Palmyra 14U B National,3,Haverford 14U B National,2,1222,A,Paul,,,4,4,2,3,3,2,,,2,4
10/9/21,20:45,Haverford Skatium,1,216,14U B National,Palmyra 14U B National,3,Haverford 14U B National,2,1228,Marco,Morales,,,2,0,2,5,1,5,,,0,5
10/9/21,12:30,Northeast Skate Zone,1,287,14U American,Team Phila 14U A American,6,Blazers 14U A American,4,1213,G,Flapjack,,,4,4,3,4,4,2,,,2,4
10/9/21,12:30,Northeast Skate Zone,1,287,14U American,Team Phila 14U A American,6,Blazers 14U A American,4,1213,G,Flapjack,,,3,2,3,3,3,3,,,2,3
10/9/21,15:50,Northeast Skate Zone,2,278,14U National,Cap City 14U A Nat,6,Blazers 14U A National,5,1213,G,Flapjack,,,4,2,2,3,3,3,,,2,4
10/9/21,15:50,Northeast Skate Zone,2,278,14U National,Cap City 14U A Nat,6,Blazers 14U A National,5,1212,F,Fairview,,,2,3,3,3,2,3,,,2,3
10/09/21,17:10,Patriot Ice Center,2,146,14U AA,VF Colonials 14U AA,2,Delaware Ducks 14U AA,3,1217,J,Nixon,,,4,0,3,1,4,4,,,0,4
10/09/21,17:10,Patriot Ice Center,2,146,14U AA,VF Colonials 14U AA,2,Delaware Ducks 14U AA,3,1218,K,Nandy,,,3,2,3,3,3,1,,,1,3
10/9/21,11:30,Steel Ice Center,1,307,14U National,Snider Hockey 14U AN,6,Chester County 14U A National,2,1224,C,Pinky,,,2,4,4,4,5,4,,,2,5
10/9/21,11:30,Steel Ice Center,1,307,14U National,Snider Hockey 14U AN,6,Chester County 14U A National,2,1227,Q,Plate,,,1,2,4,5,5,3,,,1,5
10/9/21,13:00,The Barn at Chester County Skating Club,1,217,14U B National,Rizzo Rink* 14U B Nat,2,Chester County 14U B Nat,7,1214,H,Fairmont,,,4,3,4,3,4,4,,,3,4
10/9/21,13:00,The Barn at Chester County Skating Club,1,217,14U B National,Rizzo Rink* 14U B Nat,2,Chester County 14U B Nat,7,1227,Q,Plate,,,2,3,2,4,4,1,,,1,4
10/10/21,15:50,Class of '23,1,465,14U American,Delco Phantoms Klapko 14U A American,2,Snider Hockey 14U A American,4,1214,H,Fairmont,,,3,2,3,3,3,3,,,2,3
10/10/21,15:50,Class of '23,1,465,14U American,Delco Phantoms Klapko 14U A American,2,Snider Hockey 14U A American,4,1225,D,Plate,,,2,3,4,3,4,4,,,2,4
10/10/21,12:35,Exton PowerPlay,1,377,14U American,Haverford Hawks 14U A American,0,Kings 14U A American,4,1218,K,Nandy,,,1,1,1,4,4,1,,,1,4
10/10/21,12:35,Exton PowerPlay,1,377,14U American,Haverford Hawks 14U A American,0,Kings 14U A American,4,1223,B,Postroy,,,3,1,2,2,4,4,,,1,4
10/10/21,11:20,Hatfield Ice Arena,1,336,14U American,Royals 14U A American,4,Genesis Hockey Club 14U A American,0,1215,R,Follow,,,3,4,3,4,4,3,,,3,4
10/10/21,11:20,Hatfield Ice Arena,1,336,14U American,Royals 14U A American,4,Genesis Hockey Club 14U A American,0,1222,A,Paul,,,4,5,3,1,1,2,,,1,5
10/10/21,14:40,Klick Lewis Arena,2,327,14U National,Cap City 14U A Nat,6,Genesis Hockey Green,5,1212,F,Fairview,,,3,3,3,4,2,3,,,2,4
10/10/21,14:40,Klick Lewis Arena,2,327,14U National,Cap City 14U A Nat,6,Genesis Hockey Green,5,1211,E,Fella,,,4,4,2,2,2,3,,,2,4
10/10/21,12:15,Northeast Skate Zone,3,438,14U National,Blazers 14U A National,2,Snider Hockey 14U AN,3,1224,C,Pinky,,,4,2,4,3,3,3,,,2,4
10/10/21,12:15,Northeast Skate Zone,3,438,14U National,Blazers 14U A National,2,Snider Hockey 14U AN,3,1219,L,Neme,,,3,2,4,0,4,2,,,0,4
10/10/21,12:15,Regency Ice Rink,1,317,14U National,Central Penn 14U A Nat,6,Delco Phantoms 14U A Nat,3,1221,O,Needy,,,2,3,2,2,2,2,,,2,3
10/10/21,12:15,Regency Ice Rink,1,317,14U National,Central Penn 14U A Nat,6,Delco Phantoms 14U A Nat,3,1221,O,Needy,,,3,3,2,3,3,3,,,2,3
10/10/21,13:10,Wissahickon Skating Rink,1,339,14U National,Hershey 14U A Nat,1,Genesis Hockey Blue,3,1219,L,Neme,,,3,3,0,1,2,3,,,0,3
10/10/21,13:10,Wissahickon Skating Rink,1,339,14U National,Hershey 14U A Nat,1,Genesis Hockey Blue,3,1228,Marco,Morales,,,2,4,5,2,3,2,,,2,5
10/14/21,19:10,Hatfield Ice Arena,2,340,14U National,Genesis Hockey Blue,0,Genesis Hockey Green,2,1217,J,Nixon,,,0,2,1,1,0,4,,,0,4
10/14/21,19:10,Hatfield Ice Arena,2,340,14U National,Genesis Hockey Blue,0,Genesis Hockey Green,2,1230,MM,Mushy,,,3,3,2,3,4,4,,,2,4
10/16/21,17:30,Aston Ice Works,2,308,14U National,Delco Phantoms 14U A Nat,2,Chester County 14U A National,8,1223,B,Postroy,,,4,2,5,2,2,4,,,2,5
10/16/21,17:30,Aston Ice Works,2,308,14U National,Delco Phantoms 14U A Nat,2,Chester County 14U A National,8,1222,A,Paul,,,4,3,3,2,4,5,,,2,5
10/16/21,19:45,CCSC,1,426,14U National,Cap City 14U A Nat,0,LV Phantoms Youth 14U A National,6,1216,I,Norm,,,1,2,2,4,0,2,,,0,4
10/16/21,19:45,CCSC,1,426,14U National,Cap City 14U A Nat,0,LV Phantoms Youth 14U A National,6,1225,D,Plate,,,3,1,2,4,2,2,,,1,4
10/16/21,13:00,Class of '23,1,363,14U B National,York 14U B National,6,Snider Hockey 14U B National,3,1221,O,Needy,,,1,3,0,3,0,4,,,0,4
10/16/21,13:00,Class of '23,1,363,14U B National,York 14U B National,6,Snider Hockey 14U B National,3,1227,Q,Plate,,,2,1,2,1,2,2,,,1,2
10/16/21,13:00,Exton PowerPlay,1,255,14U B National,Lancaster 14U B National,3,Kings 14U B National,2,1229,Chris,Makos,,,3,3,4,0,3,2,,,0,4
10/16/21,13:00,Exton PowerPlay,1,255,14U B National,Lancaster 14U B National,3,Kings 14U B National,2,1220,L,Nump,,,3,2,3,3,1,0,,,0,3
10/16/21,15:50,Exton PowerPlay,1,175,14U AA,Delco Phantoms 14U AA,1,Kings 14U AA,3,1216,I,Norm,,,3,2,1,4,3,1,,,1,4
10/16/21,15:50,Exton PowerPlay,1,175,14U AA,Delco Phantoms 14U AA,1,Kings 14U AA,3,1219,L,Neme,,,0,1,3,1,0,3,,,0,3
10/16/21,19:10,Haverford Skatium,1,357,14U American,Delco Phantoms Klapko 14U A American,1,Haverford Hawks 14U A American,6,1219,L,Neme,,,0,3,0,1,4,1,,,0,4
10/16/21,19:10,Haverford Skatium,1,357,14U American,Delco Phantoms Klapko 14U A American,1,Haverford Hawks 14U A American,6,1226,P,Passion,,,1,3,2,1,3,2,,,1,3
10/16/21,12:45,Northeast Skate Zone,2,360,14U National,Haverford Hawks 14U A Nat,13,Hershey 14U A Nat,4,1223,B,Postroy,,,3,2,2,3,4,3,,,2,4
10/16/21,12:45,Northeast Skate Zone,2,360,14U National,Haverford Hawks 14U A Nat,13,Hershey 14U A Nat,4,1215,R,Follow,,,2,3,2,3,3,3,,,2,3
10/16/21,12:15,Oaks Center Ice,1,332,14U B National,Rizzo Rink* 14U B Nat,0,VF Colonials 14U B National,0,1227,Q,Plate,,,1,5,3,1,5,5,,,1,5
10/16/21,12:15,Oaks Center Ice,1,332,14U B National,Rizzo Rink* 14U B Nat,0,VF Colonials 14U B National,0,1214,H,Fairmont,,,4,3,3,2,3,2,,,2,4
10/16/21,15:45,Oaks Center Ice,1,428,14U American,Team Phila 14U A American,0,VF Colonials 14U AAM,4,1221,O,Needy,,,4,2,2,2,1,3,,,1,4
10/16/21,15:45,Oaks Center Ice,1,428,14U American,Team Phila 14U A American,0,VF Colonials 14U AAM,4,1220,L,Nump,,,2,1,3,3,2,2,,,1,3
10/16/21,17:30,Oaks Center Ice,2,216,14U AA,York Devils 14U AA,3,VF Colonials 14U AA,2,1222,A,Paul,,,2,2,4,4,1,3,,,1,4
10/16/21,17:30,Oaks Center Ice,2,216,14U AA,York Devils 14U AA,3,VF Colonials 14U AA,2,1223,B,Postroy,,,3,3,1,2,4,3,,,1,4
10/16/21,8:40,Patriot Ice Center,1,307,14U American,Delco Phantoms Hahn 14U A AM,3,Delaware Ducks 14U A American,7,1217,J,Nixon,,,1,1,4,4,2,3,,,1,4
10/16/21,8:40,Patriot Ice Center,1,307,14U American,Delco Phantoms Hahn 14U A AM,3,Delaware Ducks 14U A American,7,1221,O,Needy,,,0,3,3,2,2,2,,,0,3
10/16/21,12:15,PNY Ice Arena,1,391,14U American,LV Phantoms 14U A American,11,Quakers 14U A American,1,1228,Marco,Morales,,,2,5,4,4,4,2,,,2,5
10/16/21,12:15,PNY Ice Arena,1,391,14U American,LV Phantoms 14U A American,11,Quakers 14U A American,1,1227,Q,Plate,,,3,5,2,2,5,3,,,2,5
10/16/21,15:30,Steel Ice Center,1,427,14U National,Team Phila 14U A Nat,1,LV Phantoms Youth 14U A National,2,1231,N,Mustard,,,1,1,1,2,1,3,,,1,3
10/16/21,15:30,Steel Ice Center,1,427,14U National,Team Phila 14U A Nat,1,LV Phantoms Youth 14U A National,2,1225,D,Plate,,,1,2,1,5,2,3,,,1,5
10/16/21,14:20,Twin Ponds East,2,439,14U National,Wissahickon 14U A Nat,3,Snider Hockey 14U AN,2,1225,D,Plate,,,4,3,4,1,4,2,,,1,4
10/16/21,14:20,Twin Ponds East,2,439,14U National,Wissahickon 14U A Nat,3,Snider Hockey 14U AN,2,1224,C,Pinky,,,3,3,5,2,4,5,,,2,5
